Drug	Target
DB01200	DRD3
DB02721	ADH1C
DB00344	CYP2D6
DB00818	UGT1A6
DB01236	GABRA4
DB00477	HTR2B
DB05460	GSTP1
DB06103	IMPDH1
DB01029	CYP1A2
DB02098	RNASE2
DB00604	CYP3A7
DB06813	DHFR
DB08134	CDK2
DB00786	MMP10
DB03461	DHFR
DB01363	SLC6A4
DB00594	ASIC2
DB00197	CYP2C9
DB00150	IDO1
DB02126	HBA2
DB00920	PDE7B
DB00842	GABRR2
DB02840	HSP90AA1
DB01394	CYP2C8
DB08873	CYP3A5
DB06817	UGT1A1
DB02733	SRPK2
DB00624	CYP11A1
DB00549	CYP2C19
DB00752	CYP2E1
DB01100	CYP2D6
DB01174	GRIK2
DB00313	ABAT
DB04540	RORA
DB07549	F2
DB07702	ESR2
DB00142	BCAT1
DB00909	CA2
DB00924	CYP2D6
DB05446	APOH
DB05744	TNF
DB06292	CYP1A2
DB01254	STAT5B
DB00151	GSS
DB00321	ADRB1
DB00705	CYP2D6
DB01752	PCMT1
DB00073	FCGR2B
DB04447	HMGCR
DB02621	ACTA1
DB05014	FGFR1
DB01049	CYP3A4
DB01622	ADRA1B
DB01435	CYP2D6
DB05895	TNFRSF10B
DB08896	MAPK11
DB01496	CHRNA7
DB00907	SCN10A
DB00951	CYP3A4
DB05010	GABBR2
DB00158	FOLR3
DB08465	HSP90B1
DB00297	SCN10A
DB00918	HTR1B
DB11362	CYP3A4
DB03461	AKR1B10
DB00900	PNP
DB00497	OPRD1
DB01236	KCNA1
DB04841	CYP2D6
DB00950	CYP2D6
DB00268	HTR1B
DB06729	CYP2C8
DB02638	AVPR1A
DB08864	CYP2C19
DB00801	GABRA2
DB00108	FCGR3B
DB00579	SLC6A2
DB00424	CHRM4
DB00173	APRT
DB00907	CYP2D6
DB01483	GABRA6
DB04953	UGT1A1
DB05876	PDE4A
DB08901	LYN
DB01174	CYP2C18
DB00321	CYP2B6
DB01167	CYP3A4
DB01970	PDE3B
DB03035	CSNK2A1
DB04787	PGR
DB04946	ADRA2C
DB07638	ESR2
DB00741	CYP3A7
DB01221	HTR1D
DB01236	GABRP
DB08329	CA2
DB00041	CYP2E1
DB00619	CYP2C19
DB07073	PIK3CG
DB07181	DPP4
DB00956	OPRD1
DB00071	CTSD
DB00763	CYP2C19
DB00800	DRD5
DB06774	BCHE
DB00252	CYP2C18
DB00546	GABRE
DB00273	GABRG2
DB00138	CTNS
DB00738	TRDMT1
DB06144	HTR6
DB06697	CYP3A5
DB01327	TPMT
DB01174	CYP2C9
DB08894	EPOR
DB06589	KIT
DB06290	CYP1A2
DB02837	MBL2
DB00661	CYP2D6
DB00822	CYP2C9
DB08690	UQCRC1
DB02994	AKR1B1
DB00458	KCND3
DB03822	BCHE
DB00540	DRD2
DB00315	HTR1B
DB00171	ABL2
DB07802	CSNK2A1
DB00268	CYP2D6
DB00958	MPO
DB01156	CYP1A2
DB01252	ABCC8
DB00898	CACNA1S
DB01045	CYP3A5
DB00408	HTR2C
DB04590	F7
DB00726	CYP3A4
DB05403	MAPK12
DB00937	SLC6A2
DB07913	CTSF
DB01173	CYP2E1
DB05708	CHRNA7
DB00119	PC
DB00367	AR
DB01117	DHODH
DB04941	CFTR
DB08183	JAK2
DB06292	SLC5A2
DB00945	NFKBIA
DB00852	SLC6A4
DB02282	MTAP
DB02383	AKR1A1
DB08218	CCNA2
DB04725	ALOX5
DB00745	CYP2B6
DB03696	LSS
DB08231	PPP3R1
DB00170	F9
DB05657	GHSR
DB01234	CYP17A1
DB00162	RBP3
DB06080	FLT3
DB00149	LARS2
DB00336	XDH
DB04044	PYGM
DB06603	HDAC7
DB08536	CDK2
DB01472	CYP2D6
DB04879	FLT4
DB05386	CSF2RA
DB00179	ALOX5
DB05341	SERPING1
DB01296	TNF
DB01544	GABRA2
DB00731	CYP3A4
DB08312	CDK2
DB00715	CHRM5
DB00448	CYP4A11
DB00129	ARG2
DB00966	AGTR1
DB01399	PTGS2
DB00807	SCN10A
DB05147	TUBB6
DB08816	P2RY12
DB00886	ACE
DB03461	AKR1B1
DB01186	DRD5
DB06674	TNF
DB00130	NADSYN1
DB08187	F2
DB02659	CES1
DB00945	PRKAG2
DB00402	GABRA2
DB06887	PTPN1
DB00589	DRD3
DB00622	CYP2D6
DB00313	CYP3A5
DB00589	ADRA2A
DB03516	XDH
DB07790	CDK2
DB06144	ADRA1D
DB00039	FGFR1
DB00821	PTGS2
DB05239	CYP3A5
DB06741	UGT2B4
DB08182	CDK2
DB03783	CYP2D6
DB01442	MAOA
DB02607	NME1
DB00780	CYP3A7
DB00238	CYP2C9
DB05505	TBXAS1
DB00104	SSTR1
DB07242	DAPK3
DB00054	FCGR2B
DB01016	KCNJ5
DB01472	MAOA
DB01115	CACNA1S
DB00289	SLC6A2
DB01234	CYP2A6
DB06061	MAP3K1
DB06201	GRM5
DB01708	GABRG2
DB03690	PITPNA
DB01065	ASMT
DB00134	METAP2
DB03971	AMY2A
DB04964	MUC16
DB00110	FCGR2B
DB06207	UGT2B7
DB04982	GRIA3
DB00030	INSR
DB00969	CYP2C9
DB00616	MME
DB00665	CYP2C9
DB01153	CYP51A1
DB00277	CYP1B1
DB01201	CYP2D6
DB00110	FCGR2C
DB00608	CYP2C8
DB00702	AMY2A
DB06412	MAOA
DB03461	BLVRB
DB02318	MAN2A1
DB00527	SCN5A
DB01844	CELA1
DB00697	ADRA2B
DB01396	CYP3A4
DB06626	CYP3A4
DB00163	PRKCB
DB01236	GABRB1
DB07941	MAPK14
DB00306	GABRB3
DB01114	SLC6A4
DB00543	GABRA1
DB00091	CYP3A4
DB00829	GABRA6
DB01032	CYP2C9
DB04799	UQCRFS1
DB02351	F2
DB01942	NOS1
DB08584	MET
DB00675	PRKCB
DB00599	GRIA2
DB01268	FLT3
DB00312	GRIN3A
DB00515	GSTM1
DB01118	CYP2D6
DB01232	CYP2C8
DB01488	HTR6
DB08351	MAPK14
DB00837	GABRA1
DB00145	ALAS1
DB01267	HTR1A
DB04685	DUT
DB04689	PPARG
DB04967	APEX1
DB00157	UGDH
DB00603	CYP2C9
DB03147	DPYD
DB03461	SPR
DB00110	FCGR2A
DB00028	C3
DB00673	CYP3A4
DB05521	CYP3A4
DB08838	NISCH
DB02109	ADSSL1
DB04841	CYP2A6
DB01406	GNRHR2
DB00377	HTR3A
DB00619	DDR1
DB01355	GRIA2
DB00295	OPRK1
DB07893	IGKC
DB01205	GABRA4
DB00028	FCGR1B
DB04336	PRSS1
DB04642	PYGM
DB07209	PPARG
DB01211	CYP3A7
DB00357	CYP19A1
DB00042	SYT2
DB00157	TSTA3
DB07502	HSP90AA1
DB01021	TPMT
DB01068	GABRA4
DB00996	GRIN2D
DB02860	PPP1CC
DB04077	CYP2E1
DB00536	GAMT
DB00737	HRH1
DB00318	UGT2B7
DB01403	DRD2
DB01169	CCND1
DB00130	PPAT
DB06594	MTNR1A
DB00424	CHRM3
DB07488	CSNK1G3
DB04618	AMY2A
DB01054	CACNA2D2
DB00092	CD2
DB00371	GABRB1
DB01226	CHRNA2
DB00475	GABRG1
DB02482	MAPK1
DB00082	CYP3A4
DB00714	DRD2
DB00768	S100A12
DB06262	ADRB1
DB02347	GRIA2
DB00801	GABRA1
DB02299	KCNA4
DB04790	PRSS1
DB00540	CYP2C19
DB00364	FGG
DB00624	CYP1B1
DB00119	PKM
DB01142	CHRM4
DB03144	NOS3
DB03461	DHRS11
DB00242	POLE4
DB01352	GRIA2
DB00112	FCGR2A
DB00865	ADRA2A
DB05294	VEGFA
DB09074	PARP3
DB00688	IMPDH2
DB07812	AKT2
DB08175	RXRB
DB00157	MT-ND2
DB00677	BCHE
DB03900	TPI1
DB01118	CYP2C9
DB05394	DBH
DB03643	HPN
DB01403	ADRA2C
DB07954	PDE2A
DB00148	CKMT1B
DB00909	SCN9A
DB02216	MGMT
DB08801	CHRM2
DB00145	SLC32A1
DB00690	CYP3A4
DB04516	ISYNA1
DB01173	HRH1
DB05039	ADRB2
DB00540	CYP3A5
DB04489	CPD
DB08996	ACHE
DB04493	PFKFB4
DB00690	GABRB2
DB04865	RPL3
DB05066	IL6
DB00696	ADRA2B
DB00178	ACE
DB08865	MET
DB03461	MTHFD1
DB00228	ATP2C1
DB03923	COMTD1
DB01267	ADRA2A
DB01601	CYP2B6
DB02583	DHFR
DB00808	CYP3A4
DB04946	HTR6
DB06681	CD86
DB00550	MPO
DB05205	MAOA
DB00118	CBS
DB00980	CYP1A2
DB01626	MAOA
DB01260	NR3C1
DB01161	CHRNA10
DB00281	CYP2B6
DB02467	RAB5A
DB04397	PGM1
DB05147	TUBA1A
DB01437	CYP2D6
DB05192	THRB
DB05183	IKBKB
DB07219	CTSB
DB00068	IFNAR1
DB00130	TGM2
DB02266	PTGS2
DB03824	PNMT
DB07300	PDPK1
DB07374	RPL23
DB08062	F2
DB00321	HTR2A
DB04608	WEE1
DB03929	GLRA1
DB07585	AKT1
DB05007	EGF
DB07899	CTRB1
DB00129	OAZ3
DB00575	ADRA2A
DB05187	PPARG
DB08303	GRIA2
DB09047	TOP2A
DB04905	HRH1
DB00188	PSMA2
DB06774	CYP1A2
DB01236	GABRG3
DB02342	CYP1A1
DB05239	CYP3A43
DB03758	HSP90AB1
DB01101	TYMS
DB00831	DRD2
DB00206	SLC18A1
DB02285	FTL
DB04630	CYP17A1
DB00131	PRKAB1
DB01466	CYP2D6
DB03159	F2
DB00623	DRD2
DB04845	TUBB3
DB00157	HSD17B4
DB00425	CYP2C9
DB01353	GRIA2
DB00005	C1S
DB00601	MAOA
DB00208	MPO
DB08048	ESR1
DB01357	CYP2C9
DB00785	CHRM2
DB00215	CYP2C19
DB01020	CYP3A4
DB00898	GABRB3
DB08515	PSMB1
DB04530	SERPINB5
DB00503	CYP3A7
DB01951	FKBP1A
DB00388	CYP1A2
DB01124	CYP2C18
DB01151	CYP2B6
DB00028	FCGR3B
DB00363	ADRA1A
DB00170	F7
DB08683	CHEK1
DB00448	CYP3A4
DB00073	C1S
DB00392	CHRM1
DB00515	PTGS2
DB01146	HRH1
DB00818	UGT1A8
DB09073	CYP3A4
DB08534	CDK2
DB01405	CYP1A2
DB01251	ABCC8
DB08889	PSMB2
DB01548	OPRM1
DB00619	ABL1
DB01212	SLC22A11
DB04447	TRPM7
DB04855	KCNH2
DB06700	CYP3A4
DB07822	ACHE
DB07636	MT-CYB
DB01793	GSK3B
DB00734	HTR2C
DB01588	GABRA5
DB02643	MAOB
DB08568	PKIA
DB07070	PPARD
DB08802	HRH1
DB01110	KCNN4
DB00780	MAOB
DB06868	F2
DB04270	PPARG
DB00334	HTR6
DB00802	CYP3A5
DB00463	GABRA2
DB08321	MAN2A1
DB00157	MT-ND4L
DB08893	CYP3A4
DB00486	CNR2
DB00762	CES1
DB03449	NOS2
DB00203	CYP2E1
DB00502	CYP3A5
DB00398	CYP3A5
DB00801	GABRE
DB07731	CDK2
DB00420	CHRM1
DB08595	ESR1
DB00005	C1QA
DB06896	MET
DB01234	CYP3A4
DB06942	F2
DB00777	CHRM2
DB06209	CYP2C9
DB00171	ABCG1
DB00655	ESR1
DB00368	ADRA2B
DB01186	CYP3A4
DB05740	CHRNA10
DB00712	UGT2B7
DB04557	PTGS1
DB05075	CSK
DB00801	GABRG2
DB01239	DRD2
DB00549	CYP3A4
DB00755	RARG
DB00400	CYP1A2
DB02659	COX7C
DB07954	PDE6G
DB00334	HRH2
DB00799	RXRB
DB01229	TUBB1
DB01481	AR
DB04946	HTR1A
DB00818	CYP1B1
DB01267	DRD2
DB01621	CYP2C19
DB09071	MTNR1A
DB00678	UGT2B7
DB00500	MPO
DB00957	PGR
DB00396	CYP2C9
DB00514	CYP2D6
DB07121	ADAM17
DB00694	CYP3A4
DB08911	CYP3A4
DB04448	ADH1C
DB07244	REN
DB01892	NR1I2
DB04521	GSTA3
DB02465	FAAH
DB02104	DHFR
DB02550	HSP90AA1
DB00620	NR3C1
DB00706	ADRA1D
DB00852	FOS
DB04366	NME1
DB05169	AURKB
DB09063	ALK
DB08163	AMD1
DB00238	CYP3A4
DB00477	DRD3
DB00440	CYP2C8
DB00829	CYP3A7
DB04931	MC1R
DB06882	MAPK14
DB08632	HBB
DB07140	DHFR
DB00794	GABRB1
DB02011	OTC
DB01159	ATP5F1D
DB00841	COMT
DB00675	CYP1A2
DB00157	LDHC
DB04233	CLPS
DB06201	CES1
DB00322	TYMP
DB07226	WEE1
DB00139	BBOX1
DB06204	UGT2B7
DB00307	CYP2C9
DB07207	F7
DB00157	HSD17B8
DB00534	ALDH5A1
DB05210	PIK3R2
DB01559	GABRD
DB02731	OXCT1
DB06842	PDE4D
DB09570	CYP3A4
DB00666	GNRHR2
DB07050	CA2
DB00472	CYP2B6
DB01028	GABRB3
DB01200	CYP1A2
DB06210	MPL
DB01437	GABRG1
DB07595	CDK2
DB05110	IFNG
DB00284	SI
DB01037	MAOB
DB01033	XDH
DB08907	CYP3A4
DB00471	CYP2A6
DB00831	TNNC1
DB00241	GABRA5
DB04863	ITGB3
DB07831	ABL1
DB00562	CA9
DB01442	SLC6A3
DB00321	CHRM2
DB03484	ANXA5
DB00829	GABRB2
DB03461	HSD17B1
DB04014	CDK1
DB00898	GABRB1
DB01561	HSD17B1
DB00412	PTGS1
DB01558	GABRD
DB01608	ADRA1B
DB00668	ADRB2
DB00748	CYP2E1
DB00898	CHRNA5
DB04326	ALDOA
DB04464	RNASE1
DB00294	PGR
DB00599	FAAH
DB08910	CRBN
DB00340	CHRM4
DB00346	ADRA1A
DB00468	KCNN4
DB07735	BACE1
DB00531	CYP2B6
DB00852	MAOA
DB00693	IGKV2-30
DB01191	CYP2D6
DB05796	MME
DB00157	NDUFB5
DB00370	CYP2D6
DB01708	SIGMAR1
DB03466	RARG
DB01201	CYP2C9
DB01698	CYP2C9
DB02830	ADA
DB08868	S1PR5
DB08883	GRIA1
DB00342	CYP3A5
DB00308	KCNH7
DB00715	CYP2B6
DB00143	GSTM3
DB00170	PROC
DB00477	CHRM3
DB00898	CACNA1D
DB00203	PDE6G
DB00307	RXRB
DB00134	MARS
DB00097	LHCGR
DB02249	ADH1C
DB03889	HAGH
DB06902	ESRRG
DB01267	DRD4
DB02014	PTPN1
DB08242	MAPK14
DB07467	CA2
DB01049	HTR1A
DB03125	DHFR
DB00197	CYP3A7
DB02210	NR3C1
DB00281	CYP2C18
DB00371	GABRG2
DB00696	HTR1B
DB00863	CYP3A4
DB00544	DPYD
DB00071	INSR
DB06089	KCNQ2
DB03814	B4GALT1
DB09028	CHRNA3
DB01382	KCNJ1
DB06196	BDKRB2
DB00540	CYP2D6
DB00805	HTR2C
DB06089	KCNQ5
DB00647	CYP3A7
DB04920	CYP2C19
DB01036	CHRM4
DB04828	PTGDR2
DB05495	MMP9
DB01559	GABRB1
DB04652	NCOA1
DB08807	ADRB3
DB04791	PRSS1
DB00537	CYP3A5
DB01182	CYP3A4
DB00292	GABRA4
DB06820	CYP2C9
DB00800	ADRA1A
DB01036	CHRM3
DB09082	ADRB2
DB03635	PPBP
DB00333	CYP3A5
DB06148	HRH4
DB00358	BCHE
DB00048	COL1A1
DB00619	CSF1R
DB00857	CYP2C19
DB01435	CYP2B6
DB02068	GATM
DB00572	CYP1A2
DB00907	SLC6A4
DB01902	NSF
DB02901	CYP17A1
DB06413	CYP2B6
DB09039	CYP3A4
DB01109	HPSE
DB07977	DHODH
DB09570	CYP2C9
DB03486	CANT1
DB01784	CA2
DB05116	TYMS
DB00270	CYP3A4
DB00171	ABL1
DB01108	ESR1
DB01285	MC2R
DB01677	ME2
DB08815	DRD2
DB06262	ADRA1D
DB05087	GABRA4
DB07780	RABGGTB
DB00481	CYP19A1
DB00628	GABRA4
DB05484	CXCL8
DB02676	PDE4D
DB02310	METAP2
DB01373	CAST
DB00679	CYP1A2
DB00318	OPRM1
DB00353	DRD1
DB00818	CYP2E1
DB02662	PTPN1
DB00054	VTN
DB05478	CYP3A4
DB00118	SRM
DB00562	CA4
DB00690	GABRA1
DB01216	CYP3A4
DB00363	CHRM3
DB00726	CYP2C19
DB08052	SRC
DB03754	VEGFA
DB06862	CASP3
DB06403	CYP2C19
DB00673	TACR1
DB00206	SLC18A2
DB02105	COMT
DB00159	ACSL4
DB00308	KCNJ11
DB01124	ABCC8
DB00898	HTR3E
DB04988	ERBB2
DB00898	VCAM1
DB01028	GABRG3
DB06271	SERPINC1
DB00157	PYCR2
DB00764	NR3C1
DB04153	ADH5
DB02103	HSP90B1
DB01220	CYP3A4
DB00374	P2RY12
DB07277	F2
DB07954	PDE9A
DB00293	FPGS
DB00142	ABAT
DB01049	DRD2
DB00898	CYP3A4
DB06282	HRH1
DB01100	CYP3A7
DB01262	DCK
DB01621	DRD2
DB02559	DHFR
DB00829	GABRP
DB00678	UGT1A10
DB00993	TPMT
DB03526	CA2
DB07006	WEE1
DB00151	MGMT
DB00244	IKBKB
DB00312	GABRQ
DB01083	PNLIP
DB07460	PTK2
DB01167	CYP51A1
DB00653	CACNA2D1
DB00170	AOX1
DB01224	CHRM2
DB00752	CYP2C9
DB06042	TOP2B
DB04998	IKBKG
DB00777	CHRM5
DB04851	ABCC1
DB00920	PGD
DB04141	MT-CYB
DB03686	GSTP1
DB00396	CYP3A4
DB01166	CYP3A4
DB02338	TXNRD1
DB00114	PSAT1
DB03622	MMP8
DB04464	S100B
DB04531	MGMT
DB02763	IL12B
DB01094	MTTP
DB04648	ARG1
DB05381	HRH2
DB09291	CYP3A4
DB08608	PDK2
DB00055	PROS1
DB01325	SLC12A1
DB04840	CYP2D6
DB04946	CYP2E1
DB01812	SULT1A1
DB03572	ADA
DB00667	CYP2D6
DB00701	CYP3A5
DB00273	GABRE
DB00953	HTR1D
DB07107	PKIA
DB08515	PSMA2
DB00184	CHAT
DB01942	CYTH2
DB00114	GOT1
DB00675	CYP2D6
DB00188	PSMA3
DB00367	ESR1
DB05047	GRIA3
DB07929	RXRB
DB08860	HMGCR
DB00909	SCN1B
DB01221	CHRM2
DB00188	PSMA4
DB00189	GABRA6
DB00434	CHRM1
DB07059	REN
DB00755	ALDH1A2
DB02857	PNP
DB07374	RSL24D1
DB00753	GABRQ
DB01559	CYP2C18
DB00332	CHRM2
DB04975	CYP3A4
DB00316	UGT1A6
DB04919	FGB
DB07110	BACE1
DB04238	PRSS1
DB00339	CYP1A2
DB01234	CYP3A7
DB00546	GABRB3
DB04868	CYP2C9
DB05359	MTNR1B
DB07151	PIM1
DB00333	CYP3A7
DB07771	FNTB
DB08358	MAPKAPK2
DB01149	SLC6A3
DB00042	VAMP2
DB03280	DTYMK
DB08818	HABP4
DB01708	GRIN2D
DB07504	CDK2
DB07733	CASP1
DB00882	ESR1
DB05492	ADRA2C
DB08453	UQCRC1
DB00370	ADRA1D
DB00196	CYP3A4
DB02994	GNAT1
DB00608	TNF
DB00996	GRIN2B
DB00731	PPARG
DB00962	CYP3A4
DB00502	UGT1A9
DB03602	GLO1
DB00306	GABRG1
DB01217	CYP2C9
DB01062	CHRM3
DB01092	ATP1A1
DB07141	DHFR
DB07388	NOS2
DB01075	CYP2C9
DB07946	F2
DB08399	ATP5F1C
DB08453	UQCRB
DB00054	C1QC
DB01161	HTR3A
DB00454	CHRM2
DB00755	CYP3A4
DB08891	GABBR1
DB09076	CHRM4
DB04599	DRD2
DB01043	GRIN2B
DB02659	COX6A2
DB05210	MTOR
DB00513	PLG
DB00818	CYP1A2
DB04847	EGLN1
DB08889	PSMB5
DB06228	F10
DB09034	HCRTR2
DB00717	CYP3A7
DB01136	NPPB
DB00499	CYP1A1
DB00897	GABRE
DB01198	CYP2E1
DB02855	CTSB
DB00748	CYP3A4
DB01809	HCK
DB00642	ATIC
DB01149	SLC6A4
DB07739	PNMT
DB00334	GABRA2
DB00627	CYP2D6
DB01082	PADI4
DB04633	SAT1
DB02436	PTPN1
DB01595	GABRE
DB00273	GABRA3
DB00245	SLC6A3
DB00907	SCN5A
DB00963	PTGS2
DB02508	FDPS
DB07235	PRKACA
DB00898	CYP2C19
DB01144	CA7
DB01189	GABRA1
DB00715	CYP2D6
DB03136	PLAU
DB00031	LRP1
DB00920	HRH1
DB01189	GABRA5
DB04725	UGT1A3
DB00187	ADRB1
DB08904	TNF
DB03661	GLIPR2
DB01583	THRB
DB06953	FNTA
DB01169	JUN
DB04875	CASP1
DB05217	NAMPT
DB06589	PDGFRA
DB04860	TLR7
DB01338	CHRM2
DB01444	OPRM1
DB06089	KCNQ3
DB08775	CTSF
DB00612	ADRB1
DB00800	ADRA2A
DB00573	PTGS2
DB08770	ADORA2A
DB00281	CYP2C9
DB00068	IFNAR2
DB08231	ECI2
DB03382	PREP
DB01276	GLP1R
DB03052	TBXAS1
DB06710	AR
DB08203	DHFR2
DB01016	CYP2C19
DB01283	CYP1A2
DB06716	GABRB3
DB01028	GLRA1
DB01708	PPARA
DB08462	SRC
DB00748	CYP2C9
DB00845	ABCB1
DB00882	CYP1A1
DB04216	HIBCH
DB00811	ENPP1
DB00680	SCN5A
DB00240	NR3C1
DB03010	TUBA1B
DB02300	CYP24A1
DB01149	HTR1A
DB01050	UGT2B7
DB00461	PTGS2
DB01645	PTK2B
DB00349	GABRA4
DB00131	PDE4D
DB00246	ADRA2B
DB02473	PLAU
DB04946	ADRA1A
DB07080	NCOA1
DB08572	CDK2
DB00312	GABRB3
DB02320	PYGL
DB03015	ADA
DB07636	UQCRB
DB00051	C1S
DB00734	ADRA2C
DB01224	HTR2C
DB08231	PKIA
DB08694	CCNA2
DB01017	VEGFA
DB00420	HRH1
DB00170	VKORC1L1
DB07154	DPP4
DB00924	CYP1A2
DB04450	RHO
DB00143	GPX3
DB07863	PPARG
DB01186	ADRA2C
DB01973	PRSS2
DB00139	SLC13A2
DB00334	GABRB1
DB05250	TNF
DB08000	AKR1B1
DB06288	DRD2
DB00257	CYP2E1
DB00924	CYP3A4
DB03395	REN
DB00784	CYP2C9
DB00162	ALDH1A3
DB00031	ANXA2
DB00055	GGCX
DB00605	AKR1B1
DB00114	SPTLC2
DB02726	TPI1
DB00160	SLC36A1
DB06274	OPRK1
DB07007	NOS2
DB00056	FCGR1A
DB01080	GABBR1
DB01121	SCN1A
DB00128	GOT2
DB00561	KCNK9
DB00359	CYP2C8
DB01800	ARSA
DB08441	CDK2
DB07457	PDPK1
DB07954	PDE5A
DB00307	RXRG
DB01411	CYSLTR1
DB00211	ADRA1A
DB08231	LY96
DB01444	OPRD1
DB01077	ATP6V1A
DB00458	HTR7
DB00111	C1QC
DB00852	ATF1
DB01118	CYP1A2
DB05091	AVPR2
DB00759	PRNP
DB01108	HSD3B1
DB01204	CYP1B1
DB00898	GABRQ
DB00159	ACSL3
DB01559	GABRR1
DB01076	CYP3A4
DB04974	MTOR
DB06689	CYP2E1
DB01041	CYP3A5
DB08811	PDE10A
DB00143	GSTO2
DB00418	GABRA5
DB07686	CDK2
DB08901	CYP3A4
DB01232	CYP2C19
DB01186	HTR2B
DB04752	NR5A1
DB00155	OTC
DB09272	OPRD1
DB00215	SLC6A4
DB00060	IFNAR2
DB00785	CHRM3
DB06062	IL1B
DB01496	GABRA2
DB00130	QARS
DB00920	PDE8B
DB00201	ITPR2
DB08613	HDAC4
DB00934	DRD2
DB00989	CYP3A4
DB08899	CYP2D6
DB00889	HTR3A
DB03890	CELA1
DB08661	RNASE1
DB08818	LAYN
DB03496	CDK6
DB08410	IGHG1
DB03072	PARP1
DB05053	FBP1
DB00114	SEPSECS
DB01049	GABRB2
DB00683	GABRE
DB00013	PLAT
DB01544	GABRA3
DB00757	CYP3A4
DB00984	CYP19A1
DB04557	CYP2C9
DB08150	PRKACA
DB00887	SLC12A5
DB01254	CYP1A1
DB08080	SPIRE2
DB00197	UGT1A9
DB00075	CD247
DB07756	ACHE
DB00449	ACHE
DB00400	CYP3A4
DB00562	SLC12A3
DB08860	CYP2C9
DB02373	FHIT
DB00172	PRODH
DB02570	CAPNS1
DB00143	MGST2
DB01101	CYP2C9
DB01223	ADORA3
DB01686	NOS3
DB02209	ODC1
DB00921	CYP2A6
DB00904	CYP2E1
DB01183	TLR4
DB01238	ADRA2A
DB06413	CYP2C9
DB02424	HSP90AB1
DB00327	UGT1A9
DB07642	DCPS
DB08846	CA5A
DB01195	SCN4A
DB06877	MAPK1
DB01174	GRIN3A
DB00413	HTR1B
DB01496	GABRA3
DB00622	CYP2C8
DB00092	FCGR1A
DB03642	CTSK
DB01182	CYP2D6
DB05897	IGF1R
DB07278	F2
DB08935	MS4A1
DB00112	VEGFA
DB01257	C5
DB00675	CYP2B6
DB07849	GSTP1
DB05122	ITGB7
DB02494	RPL10L
DB00501	CYP11B1
DB00313	CYP1A2
DB06830	GGPS1
DB00544	CYP2C8
DB01388	CACNB4
DB05078	IL13RA2
DB00499	CYP1A2
DB00934	ADRA1D
DB04884	HTR2C
DB00004	IL2RA
DB02309	ATIC
DB00334	CYP2C9
DB04048	PRDX2
DB08488	F10
DB00598	ADRB2
DB03814	CMA1
DB00114	SHMT2
DB00211	CYP2D6
DB08222	PNLIP
DB00142	FTCD
DB06176	CYP2C19
DB00199	CYP2B6
DB08626	MME
DB01085	CYP2E1
DB05077	CNR1
DB02936	PLA2G2A
DB00898	ADH1B
DB00526	MT2A
DB04376	PRKCD
DB00644	GNRHR
DB04080	SRC
DB04253	NQO2
DB07876	PRKACA
DB07046	MAP2K1
DB01950	GSK3B
DB07841	FDPS
DB06216	DRD2
DB04542	NME1
DB00909	CA5A
DB01203	ADRB1
DB00726	CYP2C9
DB00968	COMT
DB01131	CYP2D6
DB03213	PRSS1
DB00675	ESR1
DB08846	CA7
DB01200	HTR1B
DB00590	ADRA1B
DB00532	CYP2B6
DB01119	KCNJ11
DB00624	CYP3A4
DB00852	ATF4
DB00733	ACHE
DB00659	GABRG1
DB00443	NR3C1
DB06712	CYP2E1
DB07973	F10
DB00470	CYP3A4
DB04480	TGFBR1
DB07666	DPP4
DB08077	HBA2
DB01132	CYP2C9
DB00656	SLC6A4
DB04620	GRIN1
DB06148	DRD5
DB07955	CELA1
DB00125	ARG2
DB03948	IMPDH2
DB00902	HRH1
DB00312	CYP3A4
DB00082	CYP27A1
DB06770	CYP2D6
DB01599	ABCA1
DB02325	DCXR
DB01234	CYP2C8
DB08151	PYGM
DB05785	RARG
DB01435	PTGS1
DB00463	CHRNA7
DB00062	MPO
DB00776	SCN5A
DB01614	ADRA1B
DB01364	BCHE
DB02010	PRKCQ
DB00316	CYP2C9
DB00363	CYP2E1
DB00908	CYP1A2
DB00217	ADRA2A
DB07253	EPHB4
DB03555	PRSS1
DB04137	RAB5A
DB01388	CYP3A5
DB02193	F2
DB00065	TNF
DB00897	GABRD
DB06605	CYP3A5
DB00501	CYP2C8
DB00502	CYP3A4
DB06770	CYP1A1
DB00295	OPRM1
DB04878	MGAM
DB00157	DLAT
DB00186	TSPO
DB00227	CYP2C9
DB01437	GABRB3
DB01007	CYP3A4
DB01837	PTGS1
DB00237	GABRA4
DB06802	PTGS1
DB00370	HTR2C
DB00568	CYP2B6
DB00201	CYP2E1
DB06292	CYP1A1
DB05432	CALY
DB01384	NR3C1
DB00100	LRP1
DB00143	GSTA1
DB00332	CHRM3
DB07010	MAPK10
DB03218	PYGM
DB00726	ADRA1A
DB03349	PDE4B
DB01588	GABRR1
DB00734	HTR1D
DB00849	CHRNA7
DB07714	GSR
DB07126	CDK2
DB00191	CYP2D6
DB01119	GLUL
DB01588	GABRG2
DB08493	MMP7
DB00384	SCNN1D
DB04466	NR1I2
DB04942	RARA
DB00188	PSMA1
DB01873	TUBA4A
DB01614	ADRA1A
DB05750	CNR1
DB02546	HDAC1
DB00128	ACY3
DB00189	GABRG3
DB00996	CACNA1B
DB00300	AK2
DB03109	CHIT1
DB04835	CCR5
